Order_ID,Fecha_Venta,Cliente_ID,Producto,Categoria,Cantidad,Precio_Unitario,Descuento,Total_Venta,Canal_Venta,Estado_Orden
1208,2024-03-20,52,Laptop,Accesorios,10,120000,50,959950,Tienda,
1286,2024-06-30,45,Laptop,Oficina,10,0,5,1814002,???,Cancelada
1016,2025-01-27,18,Mouse,,1,50000,50,1491479,Online,Cancelada
1327,2025-01-16,6,Teclado,,1,50000,0,3670707,???,Pendiente
1220,2024-01-18,34,Laptop,,2,0,5,2505678,???,
1162,2024-04-25,3,Laptop,Tecnología,-1,0,10,2496376,???,
1045,2025-02-15,27,Mouse,Tecnología,5,120000,5,996172,Distribuidor,
1019,2024-12-19,117,Monitor,,5,50000,5,730505,Online,Cancelada
1214,2025-02-05,47,Laptop,,0,120000,5,1068708,Online,
1235,2024-02-21,32,Monitor,Tecnología,1,0,5,3240990,Tienda,Completada
1064,2024-06-03,43,Laptop,,2,50000,10,1678431,Distribuidor,
1233,2025-01-22,86,Impresora,Tecnología,2,350000,10,-335,Distribuidor,Pendiente
1118,2024-08-27,20,Mouse,Tecnología,5,120000,10,2624170,???,
1278,2024-10-22,46,Teclado,Oficina,5,50000,5,2935522,Distribuidor,Pendiente
1155,2024-04-26,6,Teclado,,-1,350000,10,3073751,Tienda,
1038,2025-01-06,35,Laptop,Accesorios,10,120000,50,3842267,Tienda,Pendiente
1122,2024-10-31,118,Laptop,Accesorios,2,350000,50,3586204,Distribuidor,Cancelada
1306,2024-07-18,115,Impresora,Oficina,10,0,0,4367730,???,Pendiente
1010,2025-01-19,9,Impresora,,2,50000,5,1272734,Online,Cancelada
1145,2024-12-18,46,Teclado,Oficina,2,0,10,3449632,Online,
1027,2024-10-04,65,Impresora,Oficina,2,50000,5,3187326,Tienda,Cancelada
1254,2024-01-08,9,Mouse,Tecnología,1,-1000,10,4850268,Tienda,
1254,2024-05-20,43,Teclado,,-1,50000,0,4108991,Distribuidor,Pendiente
1127,2024-10-05,105,Mouse,Tecnología,0,-1000,50,4440974,Online,Pendiente
1266,2024-01-27,90,Teclado,Accesorios,-1,350000,110,322364,Online,Pendiente
1089,2024-11-23,87,Laptop,Tecnología,-1,50000,0,4560323,Distribuidor,
1155,2024-03-15,33,Teclado,Accesorios,2,120000,5,4493524,Tienda,Completada
1032,2024-07-17,119,Mouse,,-1,350000,5,4156433,Tienda,Pendiente
1279,2024-10-01,16,Teclado,Accesorios,0,0,50,1509627,Tienda,
1026,2024-08-15,3,Teclado,,1,120000,0,2563027,Online,
1105,2024-01-16,85,Teclado,Oficina,1,350000,50,2659689,Tienda,
1043,2024-10-12,28,Laptop,,-1,-1000,10,2955802,Tienda,
1159,2024-02-24,3,Laptop,Accesorios,1,350000,10,3277934,Tienda,
1148,2025-01-29,80,Impresora,Oficina,5,350000,5,4490347,Online,
1045,2024-03-23,76,Teclado,Accesorios,2,0,10,438815,Distribuidor,Pendiente
1261,2025-03-20,70,Laptop,,10,50000,110,678710,Online,
1259,2024-09-30,90,Monitor,Oficina,0,350000,50,3677910,Tienda,Completada
1257,2024-04-19,8,Laptop,Tecnología,-1,350000,5,3021326,Distribuidor,Cancelada
1074,2024-10-05,66,Impresora,Accesorios,10,0,5,-14205,Online,Pendiente
1135,2024-04-01,74,Mouse,Tecnología,-1,350000,0,244579,???,Completada
1100,2024-08-02,92,Monitor,,2,0,0,4537810,Distribuidor,Pendiente
1143,2024-11-15,62,Teclado,Tecnología,-1,50000,110,3576030,Distribuidor,
1197,2024-04-13,119,Impresora,Accesorios,0,0,0,478257,Distribuidor,
1152,2024-10-01,65,Impresora,Tecnología,0,120000,110,1765662,???,
1262,2024-07-15,14,Laptop,Tecnología,0,50000,5,4145964,Distribuidor,Cancelada
1274,2024-07-06,31,Impresora,Accesorios,10,50000,0,4131734,???,Pendiente
1240,2024-08-12,31,Teclado,Tecnología,2,0,110,1972865,???,Pendiente
1105,2024-03-06,51,Teclado,Accesorios,1,120000,110,2277643,Online,Pendiente
1209,2024-07-20,68,Impresora,Tecnología,5,120000,110,1499667,Distribuidor,Pendiente
1342,2024-08-15,44,Monitor,Oficina,-1,0,5,1340377,Tienda,
1272,2024-05-03,15,Impresora,Accesorios,2,0,5,1978215,Online,Completada
1077,2024-10-20,4,Teclado,,5,120000,10,4425467,Distribuidor,Pendiente
1103,2024-04-18,45,Mouse,,1,0,50,3661376,???,Pendiente
1345,2024-08-30,7,Teclado,Accesorios,2,0,110,4272047,Online,Pendiente
1174,2025-01-03,76,Laptop,Oficina,0,0,110,4932853,Tienda,Pendiente
1084,2024-09-13,81,Mouse,Tecnología,10,120000,0,3565523,Tienda,Completada
1088,2024-05-25,118,Monitor,,0,50000,0,1951994,Tienda,
1079,2025-03-16,97,Teclado,Oficina,-1,50000,10,1855556,Distribuidor,Cancelada
1020,2024-05-21,36,Monitor,,2,120000,5,4487914,Tienda,
1059,2024-11-05,68,Mouse,,2,0,50,3483151,Distribuidor,Completada
1143,2024-10-07,18,Teclado,,-1,0,0,3026324,Distribuidor,Cancelada
1050,2024-02-15,46,Teclado,Accesorios,2,0,110,2480249,Distribuidor,
1253,2024-05-26,77,Mouse,,-1,120000,50,586380,???,Cancelada
1070,2025-01-02,72,Monitor,,2,0,5,2757373,Online,Cancelada
1014,2025-02-25,53,Teclado,,0,0,5,4544371,Tienda,Pendiente
1307,2024-04-24,30,Laptop,Accesorios,2,350000,50,4538484,Distribuidor,Completada
1041,2024-08-03,69,Teclado,Tecnología,10,350000,0,2747286,Tienda,
1005,2024-01-28,91,Monitor,Accesorios,0,120000,110,3629945,???,Completada
1197,2025-02-10,93,Monitor,,1,-1000,110,1568569,Distribuidor,Completada
1166,2024-05-09,87,Teclado,Tecnología,10,0,0,508860,Tienda,Cancelada
1255,2024-07-04,33,Laptop,Oficina,2,120000,10,2652876,Online,Pendiente
1184,2025-02-14,70,Teclado,Oficina,1,120000,0,1221843,Distribuidor,Cancelada
1156,2024-02-21,96,Impresora,Tecnología,1,-1000,5,1830116,Online,Cancelada
1245,2024-01-17,24,Mouse,Tecnología,1,50000,50,3320430,???,
1175,2024-11-03,63,Mouse,,5,0,0,1578336,Online,Pendiente
1257,2024-11-25,7,Teclado,Tecnología,0,50000,50,4540384,Distribuidor,Pendiente
1189,2024-03-06,117,Impresora,Oficina,10,-1000,0,1527220,Online,Pendiente
1255,2024-04-06,59,Laptop,Tecnología,5,-1000,110,2435804,Online,Cancelada
1181,2025-01-04,85,Laptop,,5,-1000,0,803487,Distribuidor,Completada
1236,2024-04-07,69,Monitor,,0,120000,50,3683609,Online,
1144,2024-09-14,17,Impresora,Oficina,-1,350000,50,3460837,Distribuidor,Pendiente
1258,2025-01-06,16,Teclado,Accesorios,0,-1000,0,2346971,???,
1176,2025-01-04,98,Laptop,Accesorios,5,120000,5,1975415,Online,Completada
1278,2025-01-31,102,Impresora,Accesorios,0,50000,110,80222,Distribuidor,Pendiente
1150,2025-03-25,50,Mouse,Tecnología,0,0,50,3900384,???,Completada
1072,2025-02-26,75,Mouse,Tecnología,10,0,110,2472164,Distribuidor,Completada
1077,2024-04-02,74,Laptop,,10,350000,10,536234,Tienda,
1060,2024-05-27,15,Impresora,Oficina,5,0,5,2084100,Distribuidor,
1259,2024-08-02,14,Impresora,,10,350000,0,2652470,Tienda,Cancelada
1252,2024-12-08,40,Monitor,Tecnología,10,350000,50,3130043,???,Completada
1022,2024-01-28,19,Laptop,Accesorios,-1,-1000,110,1488809,Online,Completada
1289,2024-04-04,54,Laptop,Accesorios,-1,0,0,4671099,Distribuidor,Pendiente
1298,2024-01-23,107,Teclado,Accesorios,5,120000,10,3960591,???,
1241,2024-05-06,100,Mouse,Oficina,5,50000,0,135813,Distribuidor,Cancelada
1117,2024-04-06,46,Teclado,Tecnología,5,350000,0,1869821,Tienda,
1330,2024-03-20,27,Laptop,Accesorios,5,0,0,1399405,Online,Pendiente
1281,2024-12-18,74,Impresora,Accesorios,5,-1000,0,4990220,Distribuidor,Completada
1107,2024-08-05,54,Impresora,Tecnología,10,120000,50,269454,Tienda,Cancelada
1268,2024-04-11,110,Laptop,,-1,50000,10,1746386,Online,
1070,2024-10-23,17,Monitor,Tecnología,0,50000,10,2206379,Tienda,
1171,2024-09-12,52,Laptop,Accesorios,2,350000,50,4904723,???,Cancelada
1072,2024-05-08,96,Teclado,Accesorios,1,350000,10,1377754,Tienda,Pendiente
1346,2025-02-16,28,Teclado,Oficina,1,120000,110,1611214,Distribuidor,Completada
1135,2024-08-21,60,Impresora,Accesorios,2,350000,110,3516981,Distribuidor,
1007,2024-05-26,61,Impresora,Tecnología,0,-1000,50,2207902,Tienda,Pendiente
1038,2025-01-16,63,Monitor,Oficina,2,-1000,0,1390300,Online,
1239,2024-12-26,76,Laptop,Tecnología,2,50000,110,3473707,???,Completada
1200,2024-06-01,85,Teclado,Accesorios,0,-1000,110,4626317,???,
1150,2024-08-16,67,Laptop,Tecnología,1,-1000,5,2881121,Distribuidor,
1052,2024-09-21,84,Impresora,Accesorios,-1,-1000,10,1022225,Distribuidor,Pendiente
1231,2024-07-14,10,Laptop,Accesorios,0,350000,0,239999,Tienda,Cancelada
1268,2024-07-06,111,Impresora,Oficina,2,120000,10,4661679,Online,
1049,2024-11-14,94,Monitor,Oficina,-1,-1000,0,1681242,Online,Completada
1119,2025-02-10,8,Mouse,Tecnología,10,0,5,2983730,Online,Pendiente
1176,2024-12-20,73,Laptop,Accesorios,10,-1000,5,4576656,Distribuidor,Completada
1166,2025-03-05,34,Teclado,Oficina,0,0,0,4126146,Tienda,Pendiente
1018,2024-05-16,48,Monitor,Oficina,5,-1000,110,944673,Distribuidor,Completada
1107,2024-06-07,50,Teclado,Accesorios,10,-1000,10,4915688,Distribuidor,
1128,2024-04-01,29,Mouse,Accesorios,-1,350000,5,4338609,???,Completada
1103,2024-03-13,7,Laptop,,1,350000,0,932264,Distribuidor,Pendiente
1088,2025-02-19,48,Impresora,,5,350000,10,2122577,Distribuidor,Completada
1226,2024-05-28,48,Impresora,Tecnología,10,-1000,5,4759865,Tienda,Pendiente
1209,2024-04-08,101,Impresora,Accesorios,-1,120000,110,338107,Distribuidor,Completada
1087,2024-08-20,74,Impresora,,0,-1000,110,377101,Tienda,Completada
1204,2024-01-09,110,Impresora,Accesorios,1,350000,5,859038,Distribuidor,
1159,2024-07-13,99,Teclado,Tecnología,5,120000,110,1110617,Online,
1194,2024-11-07,96,Laptop,Accesorios,2,120000,5,1430733,Tienda,
1208,2024-02-06,58,Teclado,Tecnología,2,50000,110,2030790,Online,Completada
1022,2025-01-21,84,Mouse,Oficina,10,50000,50,3487588,Distribuidor,Cancelada
1123,2024-03-10,72,Teclado,,1,50000,50,2242653,???,Cancelada
1307,2024-07-06,74,Teclado,Tecnología,10,350000,50,3254108,???,Cancelada
1080,2024-04-17,20,Monitor,Tecnología,5,350000,10,3546100,Online,Completada
1287,2024-10-22,57,Impresora,Accesorios,10,-1000,10,2534126,???,Cancelada
1309,2025-03-17,109,Laptop,Oficina,2,-1000,10,4299381,Online,Cancelada
1085,2025-01-22,103,Laptop,Accesorios,2,-1000,110,3164337,???,
1286,2024-04-19,112,Laptop,,0,0,110,4827876,Tienda,Completada
1308,2024-06-13,19,Impresora,,10,120000,5,982930,Online,Cancelada
1088,2024-07-28,109,Mouse,,0,0,50,4232560,???,Completada
1279,2024-07-20,59,Monitor,Accesorios,2,-1000,10,426156,Tienda,Pendiente
1163,2024-01-07,36,Teclado,Tecnología,0,50000,50,1281826,???,
1229,2024-02-13,10,Monitor,,0,50000,10,1500470,Online,Cancelada
1025,2024-10-20,24,Teclado,,2,-1000,0,1477561,Distribuidor,Completada
1150,2025-03-24,72,Laptop,Tecnología,5,120000,110,3304468,Distribuidor,Pendiente
1107,2024-07-09,17,Impresora,Tecnología,1,-1000,10,4464488,Tienda,
1208,2024-09-29,67,Monitor,Oficina,5,120000,110,4664558,???,Completada
1289,2024-02-24,32,Laptop,Accesorios,5,120000,110,4751408,Tienda,
1092,2024-08-27,65,Monitor,Accesorios,1,120000,0,1445266,Distribuidor,Cancelada
1296,2025-01-07,82,Monitor,Tecnología,1,0,50,1847896,Tienda,Completada
1011,2024-04-25,13,Monitor,Oficina,-1,350000,110,4628019,Online,Cancelada
1216,2024-01-20,51,Teclado,Tecnología,2,350000,0,773923,Online,Cancelada
1318,2024-08-03,50,Impresora,Oficina,1,120000,5,4925279,???,Pendiente
1216,2024-11-03,25,Impresora,Tecnología,5,350000,0,3815211,Distribuidor,Completada
1017,2024-06-03,111,Monitor,Tecnología,0,120000,50,4007097,Distribuidor,Completada
1290,2024-06-11,40,Laptop,Oficina,0,350000,50,15053,???,Completada
1346,2024-12-03,52,Teclado,Tecnología,2,50000,10,4496285,Distribuidor,Cancelada
1063,2024-12-21,101,Laptop,Oficina,1,50000,10,1702895,Distribuidor,Completada
1067,2025-03-04,24,Monitor,,0,50000,0,626681,???,Completada
1003,2024-11-03,80,Mouse,Accesorios,1,0,50,3031424,Online,
1199,2024-04-29,21,Monitor,Tecnología,2,120000,0,2354532,Tienda,Cancelada
1011,2025-02-12,95,Mouse,,2,120000,10,2501665,???,Pendiente
1088,2024-11-28,97,Mouse,Tecnología,-1,50000,0,545841,Tienda,Completada
1208,2024-01-05,119,Mouse,,1,-1000,5,828202,Tienda,Pendiente
1016,2025-03-16,114,Monitor,Tecnología,1,120000,10,817594,Tienda,
1045,2024-08-17,30,Teclado,Accesorios,10,0,0,2062717,Online,
1189,2025-03-23,95,Teclado,Oficina,1,120000,5,1783367,???,Completada
1120,2024-08-25,45,Impresora,,1,120000,5,703181,Online,Completada
1115,2024-09-10,19,Monitor,,-1,0,5,3342880,Tienda,Pendiente
1279,2024-07-08,45,Impresora,Accesorios,-1,50000,110,874243,Online,Cancelada
1313,2024-02-15,6,Laptop,Accesorios,10,50000,110,1009090,Distribuidor,Pendiente
1328,2024-08-23,68,Laptop,Accesorios,5,50000,10,2797752,Tienda,Completada
1073,2024-12-22,82,Monitor,Tecnología,-1,350000,5,3085967,Online,
1185,2024-08-11,9,Impresora,Oficina,5,120000,50,3020221,Tienda,Completada
1261,2024-03-22,111,Laptop,Accesorios,-1,0,0,1581375,???,Completada
1108,2024-11-19,26,Impresora,,1,350000,5,419346,Distribuidor,Pendiente
1070,2024-03-02,69,Teclado,Accesorios,0,350000,50,1280725,Tienda,Completada
1069,2024-07-10,74,Monitor,Accesorios,-1,120000,5,4759696,???,
1092,2024-07-14,72,Impresora,Accesorios,0,0,50,552826,Tienda,
1201,2024-01-03,74,Mouse,,2,50000,50,4056870,Tienda,Pendiente
1262,2024-01-25,43,Teclado,Accesorios,5,120000,5,3079310,Online,
1126,2025-02-11,35,Impresora,,10,120000,5,4795050,???,
1278,2024-03-02,20,Mouse,Accesorios,-1,350000,5,2716785,Online,Cancelada
1114,2024-03-21,14,Monitor,,1,-1000,110,2663981,???,Pendiente
1220,2025-03-16,4,Teclado,,0,350000,10,3536314,???,Cancelada
1205,2025-02-23,24,Monitor,Accesorios,5,0,110,3606548,Tienda,Pendiente
1053,2024-03-19,59,Teclado,Accesorios,0,120000,0,1137693,Online,Pendiente
1130,2024-08-07,50,Mouse,Accesorios,0,50000,0,2421201,???,Completada
1066,2024-08-30,40,Mouse,Tecnología,2,-1000,10,2085011,Distribuidor,
1064,2024-12-10,47,Mouse,,0,120000,50,1321937,Distribuidor,Cancelada
1274,2024-12-23,89,Teclado,Tecnología,10,-1000,5,1314303,Online,Pendiente
1068,2024-01-23,63,Monitor,Oficina,2,120000,110,2098853,Distribuidor,
1257,2024-07-21,52,Impresora,Oficina,0,-1000,0,3587544,???,Pendiente
1296,2024-04-26,63,Mouse,Accesorios,10,350000,50,-89891,Tienda,Cancelada
1272,2024-06-13,85,Impresora,Accesorios,-1,-1000,50,1833987,Tienda,
1150,2024-05-21,43,Impresora,Tecnología,-1,50000,110,4413954,Tienda,Pendiente
1179,2024-08-19,30,Laptop,Tecnología,5,50000,5,3779204,Tienda,
1042,2024-03-06,104,Impresora,Tecnología,-1,0,110,2125994,???,
1289,2024-03-30,84,Impresora,Tecnología,0,120000,110,3738868,Online,Cancelada
1154,2024-02-01,39,Impresora,Oficina,5,-1000,10,4501254,Tienda,
1027,2024-04-21,46,Laptop,Oficina,0,50000,10,1070821,Tienda,Completada
1035,2024-06-10,16,Impresora,Tecnología,10,50000,0,1385758,Tienda,Completada
1187,2024-01-16,107,Monitor,,-1,-1000,5,4342187,Online,Cancelada
1170,2025-01-04,38,Teclado,Accesorios,10,120000,0,3625251,Online,Cancelada
1235,2024-11-09,14,Monitor,Accesorios,1,-1000,110,2278211,Tienda,
1278,2024-08-04,55,Laptop,,2,-1000,50,1499145,???,Completada
1133,2024-12-26,88,Mouse,Oficina,10,120000,5,381480,???,
1161,2024-07-03,31,Mouse,Tecnología,-1,350000,5,2822505,Distribuidor,Cancelada
1055,2025-01-17,12,Monitor,Tecnología,1,350000,10,4957633,Online,Pendiente
1069,2024-06-14,21,Teclado,Tecnología,-1,0,0,2273165,Tienda,Completada
1242,2024-02-10,41,Laptop,Oficina,5,350000,0,6426,Online,Completada
1131,2024-05-26,28,Mouse,,-1,-1000,10,610827,Tienda,Pendiente
1071,2025-01-21,58,Impresora,,-1,350000,10,3721259,Distribuidor,Completada
1222,2024-07-26,62,Teclado,Accesorios,0,50000,0,3399960,Distribuidor,Completada
1103,2024-09-21,42,Mouse,Tecnología,1,120000,110,4864632,Distribuidor,Cancelada
1230,2025-01-18,21,Impresora,Tecnología,1,50000,0,4794825,Tienda,Cancelada
1200,2024-09-13,32,Teclado,Tecnología,2,-1000,50,2461495,???,Completada
1186,2024-05-22,72,Teclado,Oficina,5,50000,5,4088603,???,Pendiente
1037,2024-02-14,104,Impresora,,5,120000,10,3460616,Online,Cancelada
1028,2025-02-25,59,Mouse,Oficina,-1,50000,110,3003042,Online,
1174,2024-10-06,47,Monitor,Oficina,2,350000,10,4960957,Online,Completada
1084,2024-02-23,93,Laptop,Oficina,0,0,10,1739222,Distribuidor,Pendiente
1261,2024-09-27,60,Impresora,,0,-1000,50,-31998,Online,Pendiente
1164,2024-10-10,112,Laptop,,5,0,110,2453702,Online,Cancelada
1074,2024-10-04,60,Teclado,,5,120000,50,4818326,Distribuidor,
1039,2024-09-23,43,Teclado,Tecnología,5,50000,10,1746444,???,Cancelada
1329,2024-06-10,6,Laptop,Accesorios,5,50000,50,1257342,Tienda,
1294,2024-12-22,79,Impresora,Accesorios,5,120000,50,3271565,Distribuidor,Cancelada
1326,2024-11-01,64,Teclado,Oficina,2,50000,50,410739,Tienda,Completada
1025,2024-02-09,2,Impresora,,1,350000,110,1277914,Distribuidor,Pendiente
1104,2024-09-12,44,Mouse,Tecnología,1,-1000,5,4514427,Tienda,Completada
1003,2024-09-10,115,Teclado,,5,50000,0,383573,???,Pendiente
1042,2024-05-28,3,Laptop,Tecnología,1,-1000,50,3377125,???,Completada
1105,2024-02-07,96,Teclado,Oficina,5,120000,10,2351400,???,Cancelada
1314,2024-08-29,45,Laptop,Accesorios,0,50000,10,2003864,???,Cancelada
1021,2024-09-28,24,Monitor,Accesorios,5,-1000,5,3350526,Distribuidor,Cancelada
1334,2024-08-19,95,Impresora,Tecnología,1,0,50,498953,Distribuidor,Pendiente
1006,2024-06-13,11,Monitor,Tecnología,10,-1000,0,-54064,Online,Completada
1030,2024-01-31,115,Mouse,Oficina,1,-1000,0,3319285,Tienda,Pendiente
1032,2024-05-03,34,Mouse,Tecnología,5,50000,10,4764337,Distribuidor,Pendiente
1332,2024-07-17,61,Laptop,,2,0,110,973439,Distribuidor,Completada
1126,2024-05-15,65,Laptop,Oficina,1,50000,5,920369,Distribuidor,Completada
1269,2024-03-26,32,Teclado,Accesorios,5,350000,5,957075,Online,Cancelada
1154,2024-11-30,18,Monitor,Accesorios,-1,350000,0,1981325,Online,Pendiente
1050,2024-02-20,92,Monitor,Tecnología,10,-1000,0,288337,Tienda,
1178,2024-03-23,115,Teclado,Accesorios,-1,350000,5,2423299,Tienda,
1286,2024-09-12,98,Monitor,Tecnología,1,350000,110,2603953,Online,Pendiente
1247,2024-02-20,36,Teclado,Tecnología,1,350000,50,2249970,???,Completada
1249,2024-07-27,11,Monitor,,1,350000,0,44215,Distribuidor,Completada
1030,2024-01-03,97,Impresora,Accesorios,10,50000,50,2295390,???,Completada
1240,2024-11-11,115,Laptop,Oficina,1,50000,50,4335278,Tienda,Cancelada
1219,2025-02-13,25,Monitor,Oficina,0,120000,10,2871999,???,Completada
1150,2024-09-02,104,Teclado,Tecnología,10,120000,5,1025642,???,Pendiente
